RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
10755,Hit and Run,201900021649,900,EMMET ST N,CPD,2019/08/02 12:05:20+00,0805,"Thelen, Rebecca"
10756,Accident Property Damage,201900021642,,RIVER RD / SMITH ST,CPD,2019/08/02 11:08:40+00,0708,"Barbour, Tremaine"
10757,Assist Citizen - Mental/TDO/ECO,201900021632,1600,MERIDIAN ST,CPD,2019/08/02 08:23:32+00,0423,"Reed, Patrick"
10758,Assist Citizen - Mental/TDO/ECO,201900021629,300,SPRUCE ST,CPD,2019/08/02 07:41:34+00,0341,"Reed, Patrick"
10759,Assist Citizen - Mental/TDO/ECO,201900021616,500,"1ST ST S, 609",CPD,2019/08/02 04:23:50+00,0023,"Zhang, Kai"
10760,Assist Citizen - Mental/TDO/ECO,201900021607,400,13TH ST NE,CPD,2019/08/02 02:19:47+00,2219,"Stein, Nathan"
10761,Assault Simple,201900021603,1400,GRACE ST,CPD,2019/08/02 01:21:41+00,2121,"Bowers, Justin"
10762,Assault Simple,201900021595,800,"HARDY DR, A",CPD,2019/08/01 23:09:59+00,1909,"Pittman, Terry"
10763,Disorderly Conduct,201900021589,,5TH ST SW @ RIDGE ST,CPD,2019/08/01 21:15:33+00,1715,"Stein, Nathan"
10764,Hit and Run,201900021585,600,E HIGH ST,CPD,2019/08/01 20:34:17+00,1634,"Huber, Christopher"
10765,Hit and Run,201900021588,,E WATER ST / 2ND ST SE,CPD,2019/08/01 20:15:25+00,1615,"Blank, Alexander"
10766,Fraud-wire fraud,201900021581,2400,HILLWOOD PL,CPD,2019/08/01 19:59:16+00,1559,"Blank, Alexander"
10767,Vandalism,201900021580,1100,"PRESTON AVE, B",CPD,2019/08/01 19:43:21+00,1543,"Chan, William"
10768,Hit and Run,201900021578,100,E MARKET ST,CPD,2019/08/01 19:27:56+00,1527,"Huber, Christopher"
10769,Drug/Narcotics Violation,201900021577,900,5TH ST SW,CPD,2019/08/01 19:13:36+00,1513,"Thomas, Eric"
10770,Domestic Disturbance,201900021565,800,"HARDY DR, D",CPD,2019/08/01 17:30:29+00,1330,"HARPINE, MATTHEW"
10771,Hit and Run,201900021560,1100,MONTICELLO RD,CPD,2019/08/01 16:45:21+00,1245,"Oberholzer, Robbie"
10772,Drug/Narcotics Violation,201900021552,1900,"EMMET ST N, 312",CPD,2019/08/01 15:44:46+00,1144,"Thelen, Rebecca"
10773,Stolen Property Offenses,201900021542,2600,JEFFERSON PARK CIR,CPD,2019/08/01 14:03:19+00,1003,"TRAVERS, JOSHUA"
10774,Larceny - All Other,201900021538,100,"RIDGE ST, 304",CPD,2019/08/01 13:05:27+00,0905,"Newton, Arla"
10775,Animal Complaint,201900021535,1300,POPLAR ST,CPD,2019/08/01 11:53:01+00,0753,"Breeden, Casey"
10776,Burglary,201900021519,800,ESTES ST,CPD,2019/08/01 05:18:54+00,0118,"Reed, Patrick"
10777,Accident w/Injuries,201900021506,100,EMMET ST N,CPD,2019/08/01 03:46:21+00,2346,"Jaeger, Jeffrey"
10778,Assault Simple,201900021503,1200,"W MAIN ST, 428",CPD,2019/08/01 03:20:46+00,2320,"Zhang, Kai"
10779,Assist Citizen - Mental/TDO/ECO,201900021488,1500,ROSA TER,CPD,2019/08/01 00:33:34+00,2033,"Bowers, Justin"
10780,Vandalism,201900021478,800,"W MAIN ST, 193",CPD,2019/07/31 22:47:33+00,1847,"Pittman, Terry"
10781,Fraud-false pretense,201900021466,800,AVON ST,CPD,2019/07/31 20:02:12+00,1602,"Bowers, Justin"
10782,Fraud-wire fraud,201900021453,1500,"CHERRY AVE, A",CPD,2019/07/31 17:39:27+00,1339,"Trammell, Ryan"
10783,Lost/FoundProperty,201900021442,500,PATON ST,CPD,2019/07/31 13:48:18+00,0948,"Johnston, Ernest"
10784,Larceny - From Motor Vehicle,201900021431,1700,CHESAPEAKE ST,CPD,2019/07/31 13:11:22+00,0911,"Johnston, Ernest"
10785,Vandalism,201900021422,2300,ANGUS RD,CPD,2019/07/31 12:47:46+00,0847,"Thelen, Rebecca"
10786,Larceny - All Other,201900021413,300,14TH ST NW,CPD,2019/07/31 11:18:20+00,0718,"Arndt, Brian"
10787,Vandalism,201900021411,700,ROSE HILL DR,CPD,2019/07/31 10:12:52+00,0612,"Reed, Patrick"
10788,Assault Simple,201900021407,1100,"PRESTON AVE, B",CPD,2019/07/31 07:31:00+00,0331,"Freivald, Jon"
10789,Assault Simple,201900021405,500,"HARRIS RD, 154",CPD,2019/07/31 05:31:35+00,0131,"Arreguin, Arron"
10790,Assist Citizen - Mental/TDO/ECO,201900021404,500,E WATER ST,CPD,2019/07/31 04:55:50+00,0055,"Freivald, Jon"
10791,Hit and Run,201900021403,2100,BARRACKS RD,CPD,2019/07/31 04:48:04+00,0048,"Reed, Patrick"
10792,Hit and Run,201900021388,,5TH ST SW @ 5TH STREET STATION,CPD,2019/07/31 00:10:21+00,2010,"Stein, Nathan"
10793,Burglary,201900021330,800,PAGE ST,CPD,2019/07/30 14:31:51+00,1031,"Salyer, Jill"
10794,Drug Equipment Violation,201900021329,700,HARRIS ST,CPD,2019/07/30 14:24:01+00,1024,"Johnston, Ernest"
10795,Robbery - Armed,201900021307,200,2ND ST NE,CPD,2019/07/30 04:33:59+00,0033,"Stayments, Ronald "
10796,Larceny - All Other,201900021298,800,HARDY DR,CPD,2019/07/30 02:27:53+00,2227,"Stayments, Ronald "
10797,Family Offense - Non-Violent,201900021284,300,AZALEA DR,CPD,2019/07/29 22:57:10+00,1857,"Mooney, James "
10798,Larceny - All Other,201900021275,1100,"WERTLAND ST, 308",CPD,2019/07/29 21:35:33+00,1735,"Wagner, Christopher "
10799,Assault Intimidation,201900021268,400,E HIGH ST,CPD,2019/07/29 20:12:56+00,1612,"Wagner, Christopher "
10800,Assault Simple,201900021257,2200,"ANGUS RD, 22",CPD,2019/07/29 18:49:41+00,1449,"Salyer, Jill"
10801,Larceny - Of Veh Parts/Access,201900021245,1500,ROSA TER,CPD,2019/07/29 15:42:23+00,1142,"Holley, Barrett"
10802,Larceny - All Other,201900021241,600,"MADISON AVE, A",CPD,2019/07/29 14:44:53+00,1044,"Newton, Arla"
10803,Lost/FoundProperty,201900021236,100,OAKHURST CIR,CPD,2019/07/29 14:38:21+00,1038,"Lucas, Todd"
10804,Hit and Run,201900021231,1300,"CARLTON AVE, 307",CPD,2019/07/29 13:12:50+00,0912,"Holley, Barrett"
10805,Assist Citizen - Mental/TDO/ECO,201900021208,400,GARRETT ST,CPD,2019/07/29 02:44:47+00,2244,"Arreguin, Arron"
10806,Lost/FoundProperty,201900021203,1500,UNIVERSITY AVE,CPD,2019/07/28 23:42:19+00,1942,"Wagner, Christopher "
10807,Larceny - Theft from Building,201900021202,100,W MAIN ST,CPD,2019/07/28 23:08:10+00,1908,"TRAVERS, JOSHUA"
10808,Lost/FoundProperty,201900021201,1400,UNIVERSITY AVE,CPD,2019/07/28 22:37:15+00,1837,"Pittman, Terry"
10809,Vandalism,201900021182,400,"GARRETT ST, C",CPD,2019/07/28 15:59:54+00,1159,"Holley, Barrett"
10810,Larceny - All Other,201900021133,800,W MAIN ST,CPD,2019/07/28 00:06:54+00,2006,"Quinlan, Richard"
10811,Larceny - All Other,201900021122,900,BELMONT AVE,CPD,2019/07/27 21:50:12+00,1750,"Bowers, Justin"
10812,Larceny - Theft from Building,201900021117,800,DRUID AVE,CPD,2019/07/27 19:56:45+00,1556,"Holley, Barrett"
10813,Child Ab - Contr to Delinquency,201900021106,,HILLSDALE DR / HYDRAULIC RD,CPD,2019/07/27 18:29:09+00,1429,"Pendleton, Eric"
10814,Vandalism,201900021110,100,MINOR COURT LN,CPD,2019/07/27 18:28:53+00,1428,"Holley, Barrett"
10815,Larceny - All Other,201900021096,800,ROCKLAND AVE,CPD,2019/07/27 16:44:15+00,1244,"Oberholzer, Robbie"
10816,Larceny - All Other,201900021087,100,"W MAIN ST, 1",CPD,2019/07/27 14:31:03+00,1031,"Trammell, Ryan"
10817,Lost/FoundProperty,201900021045,400,GARRETT ST,CPD,2019/07/27 04:07:43+00,0007,"Morris, William "
10818,Missing Person-juvenile,201900021037,800,"HARDY DR, A",CPD,2019/07/27 03:39:12+00,2339,"Zhang, Kai"
10819,Lost/FoundProperty,201900021026,200,W MAIN ST,CPD,2019/07/27 01:21:05+00,2121,"Houchens, Logan"
10820,Fraud-false pretense,201900021013,600,"RUGBY RD, G21",CPD,2019/07/26 23:58:33+00,1958,"KEPLINGER, CHRISTOPHER"
10821,Hit and Run,201900021002,1300,LONG ST,CPD,2019/07/26 22:32:02+00,1832,"Lee, Chandler"
10822,Larceny - Shoplifitng,201900020993,700,CHERRY AVE,CPD,2019/07/26 19:49:54+00,1549,"Stein, Nathan"
10823,Larceny - From Motor Vehicle,201900020980,400,13TH ST NW,CPD,2019/07/26 19:00:23+00,1500,"Arndt, Brian"
10824,Misc - Criminal Call,201900020958,800,W MAIN ST,CPD,2019/07/26 15:29:32+00,1129,"Newton, Arla"
10825,Fraud-false pretense,201900020957,2300,"ANGUS RD, A",CPD,2019/07/26 15:15:24+00,1115,"Trammell, Ryan"
10826,Assault Simple,201900020954,1300,HAMPTON ST,CPD,2019/07/26 14:41:19+00,1041,"Pendleton, Eric"
10827,Shots Fired/Illegal Hunting,201900020950,100,"W MAIN ST, 1",CPD,2019/07/26 13:44:50+00,0944,"Newton, Arla"
10828,Lost/FoundProperty,201900020946,1200,E HIGH ST,CPD,2019/07/26 12:57:58+00,0857,"Godfrey, Gregory "
10829,Suspicious Activity,201900020942,500,SHAMROCK RD,CPD,2019/07/26 12:23:51+00,0823,"Pedro, Hakeem"
10830,Suspicious Activity,201900020943,100,SEMINOLE CT,CPD,2019/07/26 12:23:40+00,0823,"Pittman, Terry"
10831,Assist Citizen - Mental/TDO/ECO,201900020939,1600,"MADISON AVE, B",CPD,2019/07/26 10:54:58+00,0654,"Reed, Patrick"
10832,Larceny - From Motor Vehicle,201900020936,300,10TH ST NW,CPD,2019/07/26 09:53:42+00,0553,"Reed, Patrick"
10833,Larceny - Shoplifitng,201900020915,1500,UNIVERSITY AVE,CPD,2019/07/26 03:26:14+00,2326,"FLURY, MICHAEL"
10834,Larceny - Shoplifitng,201900020913,1500,UNIVERSITY AVE,CPD,2019/07/26 02:52:55+00,2252,"FLURY, MICHAEL"
10835,Larceny - Shoplifitng,201900020903,1500,UNIVERSITY AVE,CPD,2019/07/26 01:11:02+00,2111,"Wu, Tsun"
10836,Larceny - All Other,201900020901,100,10TH ST NW,CPD,2019/07/26 01:04:21+00,2104,"Pittman, Terry"
10837,Larceny - Shoplifitng,201900020896,1500,UNIVERSITY AVE,CPD,2019/07/26 00:23:28+00,2023,"Wu, Tsun"
10838,Larceny - Shoplifitng,201900020890,1100,EMMET ST N,CPD,2019/07/25 22:35:21+00,1835,"Lewis, Joey"
10839,Assist Citizen - Mental/TDO/ECO,201900020885,900,HENRY AVE,CPD,2019/07/25 21:32:21+00,1732,"KEPLINGER, CHRISTOPHER"
10840,Weapons Violations,201900020879,200,W MAIN ST,CPD,2019/07/25 20:41:28+00,1641,"Houchens, Logan"
10841,Lost/FoundProperty,201900020877,200,E WATER ST,CPD,2019/07/25 20:36:50+00,1636,"Houchens, Logan"
10842,Traffic Stops,201900020864,,SCOTTSVILLE RD / E I64 EXIT 121 FROM 20N ON,CPD,2019/07/25 18:35:47+00,1435,"Oberholzer, Robbie"
10843,Larceny - All Other,201900020825,800,E MARKET ST,CPD,2019/07/25 13:28:42+00,0928,"Newton, Arla"
10844,Suspicious Activity,201900020816,800,E MARKET ST,CPD,2019/07/25 11:26:37+00,0726,"Trammell, Ryan"
10845,Arson,201900020811,1600,6TH ST SE,CPD,2019/07/25 07:27:31+00,0327,"FLURY, MICHAEL"
10846,Larceny - Theft from Building,201900020793,800,"HARDY DR, A",CPD,2019/07/25 03:14:59+00,2314,"Wagner, Christopher "
10847,Fraud-false pretense,201900020770,300,RIVERSIDE AVE,CPD,2019/07/25 00:18:02+00,2018,"Stayments, Ronald "
10848,Larceny - All Other,201900020768,1000,CARLTON AVE,CPD,2019/07/24 23:48:53+00,1948,"Zhang, Kai"
10849,Motor Vehicle Theft,201900020752,1500,AVON STREET EXT,CPD,2019/07/24 21:19:20+00,1719,"Mooney, James "
10850,Assault Simple,201900020750,600,"11TH ST NW, A",CPD,2019/07/24 20:50:45+00,1650,"Fink, James"
10851,Assault Simple,201900020741,100,E MAIN ST,CPD,2019/07/24 20:05:25+00,1605,"Houchens, Logan"
10852,Assist Citizen - Mental/TDO/ECO,201900020733,500,MEADE AVE,CPD,2019/07/24 18:33:21+00,1433,"HARPINE, MATTHEW"
10853,Larceny - From Motor Vehicle,201900020730,900,RIVER RD,CPD,2019/07/24 18:12:06+00,1412,"Arndt, Brian"
10854,Fraud-impersonation,201900020712,1000,LOCUST AVE,CPD,2019/07/24 15:18:37+00,1118,"Trammell, Ryan"
10855,Larceny - From Motor Vehicle,201900020696,,4TH ST NE / E MAIN ST,CPD,2019/07/24 14:10:26+00,1010,"Trammell, Ryan"
10856,Vandalism,201900020686,100,E MARKET ST,CPD,2019/07/24 13:00:20+00,0900,"Lucas, Todd"
10857,Burglary,201900020682,1100,"JOHN ST, F",CPD,2019/07/24 12:33:24+00,0833,"Culbreath, Jonathan"
10858,Larceny - From Motor Vehicle,201900020659,100,W JEFFERSON ST,CPD,2019/07/24 04:35:19+00,0035,"Freivald, Jon"
10859,Disorderly Conduct,201900020623,300,CAMELIA DR,CPD,2019/07/23 22:43:18+00,1843,"Lee, Chandler"
10860,Assault Simple,201900020604,700,MADISON AVE,CPD,2019/07/23 20:35:05+00,1635,"McKeown, Kaitlyn"
10861,Phone Calls - Threat or Obscene,201900020612,500,"CLEVELAND AVE, B",CPD,2019/07/23 19:10:53+00,1510,"Cundiff, Ross"
10862,Animal Complaint,201900020603,700,"PROSPECT AVE, B",CPD,2019/07/23 17:49:57+00,1349,"Breeden, Casey"
10863,Suspicious Activity,201900020601,600,"CABELL AVE, D",CPD,2019/07/23 17:41:51+00,1341,"Hamill, Annmarie"
10864,Hit and Run,201900020602,,EMMET ST N / MASSIE RD,CPD,2019/07/23 17:40:30+00,1340,"Curtis, David"
10865,Larceny - All Other,201900020597,500,"W MAIN ST, A",CPD,2019/07/23 17:15:39+00,1315,"Arndt, Brian"
10866,Suspicious Activity,201900020594,600,E MARKET ST,CPD,2019/07/23 14:45:39+00,1045,"McKeown, Kaitlyn"
10867,Lost/FoundProperty,201900020596,1600,E MARKET ST,CPD,2019/07/23 14:41:37+00,1041,"HARPINE, MATTHEW"
10868,Larceny - Of Veh Parts/Access,201900020586,2500,"WILLARD DR, B",CPD,2019/07/23 13:41:25+00,0941,"Arndt, Brian"
10869,Vandalism,201900020576,1000,FOREST HILLS AVE,CPD,2019/07/23 12:00:16+00,0800,"HARPINE, MATTHEW"
10870,Larceny - All Other,201900020574,900,HENRY AVE,CPD,2019/07/23 09:05:35+00,0505,"Blackwell, Kyle"
10871,Assault Simple,201900020563,1500,"CARLTON AVE, 3",CPD,2019/07/23 03:23:35+00,2323,"FLURY, MICHAEL"
10872,Assault Intimidation,201900020556,2100,"HILL ST, B",CPD,2019/07/23 02:03:01+00,2203,"Quinlan, Richard"
10873,Assist Citizen - Mental/TDO/ECO,201900020543,300,SPRUCE ST,CPD,2019/07/22 23:25:36+00,1925,"Byrd, Timothy"
10874,Suspicious Activity,201900020530,300,"SPRUCE ST, B",CPD,2019/07/22 21:35:53+00,1735,"Wagner, Christopher "
10875,Larceny - Of Veh Parts/Access,201900020528,200,5TH ST SW,CPD,2019/07/22 21:25:29+00,1725,"Fink, James"
10876,Larceny - From Motor Vehicle,201900020508,600,HINTON AVE,CPD,2019/07/22 17:46:05+00,1346,"Arndt, Brian"
10877,Larceny - Theft from Building,201900020500,400,W MAIN ST,CPD,2019/07/22 16:27:17+00,1227,"Salyer, Jill"
10878,Larceny - Theft from Building,201900020496,400,W MAIN ST,CPD,2019/07/22 15:56:31+00,1156,"Salyer, Jill"
10879,Forgery/Counterfeiting,201900020489,1900,ARLINGTON BLVD,CPD,2019/07/22 14:44:28+00,1044,"Jaeger, Jeffrey"
10880,Misc - Non-Criminal Call,201900020485,100,E MAIN ST,CPD,2019/07/22 13:57:02+00,0957,"Lewis, Joey"
10881,Misc - Non-Criminal Call,201900020480,2500,JEFFERSON PARK AVE,CPD,2019/07/22 12:55:25+00,0855,"Arndt, Brian"
10882,Misc - Non-Criminal Call,201900020479,1400,SUNRISE PARK LN,CPD,2019/07/22 12:38:18+00,0838,"Holley, Barrett"
10883,Larceny - All Other,201900020461,2400,FONTAINE AVE,CPD,2019/07/22 04:34:52+00,0034,"Byrd, Timothy"
10884,Misc - Criminal Call,201900020456,100,LANKFORD AVE,CPD,2019/07/22 02:53:48+00,2253,"Fink, James"
10885,Embezzelment,201900020437,600,10 1/2 ST NW,CPD,2019/07/21 23:07:31+00,1907,"Quinlan, Richard"
10886,Hit and Run,201900020423,,BROOKWOOD LN / RAYMOND RD,CPD,2019/07/21 20:40:10+00,1640,"Lee, Chandler"
10887,Hit and Run,201900020412,1900,EMMET ST N,CPD,2019/07/21 18:06:42+00,1406,"Thelen, Rebecca"
10888,Assault Simple,201900020406,400,"GARRETT ST, C",CPD,2019/07/21 17:37:26+00,1337,"Holley, Barrett"
10889,Assault Intimidation,201900020392,100,LANKFORD AVE,CPD,2019/07/21 14:36:42+00,1036,"Holley, Barrett"
10890,Runaway,201900020349,100,WELK PL,CPD,2019/07/21 02:31:05+00,2231,"Bise, Collin"
10891,Burglary,201900020340,,UNIVERSITY CT,CPD,2019/07/21 01:18:07+00,2118,"Sprouse, David"
10892,Assault Simple,201900020320,900,ROCK CREEK RD,CPD,2019/07/20 21:04:54+00,1704,"Pittman, Terry"
10893,Lost/FoundProperty,201900020319,100,E MAIN ST,CPD,2019/07/20 20:44:37+00,1644,"Godfrey, Gregory "
10894,Domestic Disturbance,201900020315,900,EMMET ST N,CPD,2019/07/20 19:57:58+00,1557,"Thelen, Rebecca"
10895,Lost/FoundProperty,201900020289,100,W MAIN ST,CPD,2019/07/20 15:10:22+00,1110,"Thelen, Rebecca"
10896,Domestic Disturbance,201900020281,300,"E MARKET ST, 8",CPD,2019/07/20 11:44:30+00,0744,"HARPINE, MATTHEW"
10897,Vandalism,201900020275,500,1ST ST S,CPD,2019/07/20 07:59:39+00,0359,"FLURY, MICHAEL"
10898,Assist Citizen - Misc,201900020274,1600,"MADISON AVE, A",CPD,2019/07/20 07:17:08+00,0317,"Blackwell, Kyle"
10899,Shots Fired/Illegal Hunting,201900020273,,10TH ST NW / ANDERSON ST,CPD,2019/07/20 06:47:42+00,0247,"FLURY, MICHAEL"
10900,Shots Fired/Illegal Hunting,201900020272,800,ROSE HILL DR,CPD,2019/07/20 06:25:22+00,0225,"Zhang, Kai"
10901,Suspicious Activity,201900020258,100,MADISON LN,CPD,2019/07/20 03:46:00+00,2346,"FLURY, MICHAEL"
10902,Vandalism,201900020252,800,W MAIN ST,CPD,2019/07/20 02:36:17+00,2236,"Zhang, Kai"
10903,Assault Aggravated,201900020248,1300,CARLTON AVE,CPD,2019/07/20 01:34:28+00,2134,"Bowers, Justin"
10904,Hit and Run,201900020236,100,E MARKET ST,CPD,2019/07/19 21:34:11+00,1734,"Houchens, Logan"
10905,Disorderly Conduct,201900020234,100,LANKFORD AVE,CPD,2019/07/19 21:29:48+00,1729,"Bowers, Justin"
10906,Larceny - All Other,201900020233,300,E MAIN ST,CPD,2019/07/19 21:20:28+00,1720,"Houchens, Logan"
10907,Warrant Service,201900020190,1600,AVON STREET EXT,CPD,2019/07/19 14:41:00+00,1041,
10908,Assault Simple,201900020164,,ELLIEWOOD AVE,CPD,2019/07/19 05:28:41+00,0128,"Zhang, Kai"
10909,Assist Citizen - Medical,201900020162,1600,"MERIDIAN ST, A1",CPD,2019/07/19 05:01:10+00,0101,"FLURY, MICHAEL"
10910,Larceny - From Motor Vehicle,201900020154,200,E WATER ST,CPD,2019/07/19 01:12:14+00,2112,"Bowers, Justin"
10911,Assault Simple,201900020149,,EMMET ST N @ ANGUS RD,CPD,2019/07/19 01:07:01+00,2107,"TRAVERS, JOSHUA"
10912,Assault Simple,201900020137,900,5TH ST SW,CPD,2019/07/18 22:44:17+00,1844,"Bowers, Justin"
10913,Suspicious Activity,201900020128,800,"HARRIS ST, B",CPD,2019/07/18 20:51:10+00,1651,"Thelen, Rebecca"
10914,Vandalism,201900020123,1300,CARLTON AVE,CPD,2019/07/18 20:00:01+00,1600,"Bowers, Justin"
10915,Suspicious Activity,201900020120,1900,ARLINGTON BLVD,CPD,2019/07/18 19:52:37+00,1552,"TRAVERS, JOSHUA"
10916,Drug/Narcotics Violation,201900020113,900,DRUID AVE,CPD,2019/07/18 18:19:43+00,1419,"HARPINE, MATTHEW"
10917,Fraud-credit card,201900020107,1900,EMMET ST N,CPD,2019/07/18 17:43:24+00,1343,"Thelen, Rebecca"
10918,Assault Simple,201900020104,1300,"CARLTON AVE, 111",CPD,2019/07/18 17:23:57+00,1323,"Lucas, Todd"
10919,Fraud-false pretense,201900020103,800,ST CHARLES AVE,CPD,2019/07/18 16:11:55+00,1211,"Newton, Arla"
10920,Assault Simple,201900020098,1200,LONG ST,CPD,2019/07/18 15:45:00+00,1145,"Raines, Christopher"
10921,Larceny - From Motor Vehicle,201900020094,1200,"SMITH ST, H",CPD,2019/07/18 15:21:39+00,1121,"Raines, Christopher"
10922,Assist Agency - Backup/Assist,201900020090,1700,ALLIED ST,CPD,2019/07/18 13:50:57+00,0950,"HARPINE, MATTHEW"
10923,Vandalism,201900020085,400,ALTAMONT ST,CPD,2019/07/18 12:30:10+00,0830,"Lucas, Todd"
10924,Suspicious Activity,201900020078,500,E MARKET ST,CPD,2019/07/18 10:29:00+00,0629,"Freivald, Jon"
10925,Fraud-false pretense,201900020058,1600,JAMESTOWN DR,CPD,2019/07/18 01:59:44+00,2159,"Wagner, Christopher "
10926,Larceny - Theft from Building,201900020051,100,MONTICELLO AVE,CPD,2019/07/18 00:17:42+00,2017,"Wagner, Christopher "
10927,Hit and Run,201900020033,1700,EMMET ST N,CPD,2019/07/17 20:55:52+00,1655,"TRAVERS, JOSHUA"
10928,Fraud-false pretense,201900020032,2400,JEFFERSON PARK AVE,CPD,2019/07/17 20:28:38+00,1628,"Wagner, Christopher "
10929,Hit and Run,201900020020,200,W WATER ST,CPD,2019/07/17 19:20:53+00,1520,"Bowers, Justin"
10930,Larceny - All Other,201900020013,2300,"CRESTMONT AVE, A",CPD,2019/07/17 18:09:05+00,1409,"Arndt, Brian"
10931,Lost/FoundProperty,201900019998,2400,SUNSET RD,CPD,2019/07/17 15:21:25+00,1121,"Godfrey, Gregory "
10932,Comm Relations Initiative - CRI,201900019990,1000,FOREST HILLS AVE,CPD,2019/07/17 14:18:30+00,1018,"Shiflett, Tammy"
10933,Comm Relations Initiative - CRI,201900019988,2800,POWELL CREEK DR,CPD,2019/07/17 14:16:43+00,1016,"Shiflett, Tammy"
10934,Hit and Run,201900019985,700,KING ST,CPD,2019/07/17 13:34:56+00,0934,"HARPINE, MATTHEW"
10935,Fraud-impersonation,201900019961,600,E MARKET ST,CPD,2019/07/17 05:30:01+00,0130,"Freivald, Jon"
10936,Larceny - From Motor Vehicle,201900019939,1200,W MAIN ST,CPD,2019/07/17 00:42:06+00,2042,"Quinlan, Richard"
10937,Suspicious Activity,201900019915,1100,5TH ST SW,CPD,2019/07/16 19:17:35+00,1517,"Newton, Arla"
10938,Animal - Bite,201900019913,1000,FOREST HILLS AVE,CPD,2019/07/16 18:56:51+00,1456,"Breeden, Casey"
10939,Larceny - Of Veh Parts/Access,201900019902,700,CHERRY AVE,CPD,2019/07/16 17:30:30+00,1330,"Bayles, Shawn"
10940,Trespass,201900019870,1100,RIVER RD,CPD,2019/07/16 13:23:54+00,0923,"Bowlin, Jacob"
10941,Shots Fired/Illegal Hunting,201900019860,,GARRETT ST,CPD,2019/07/16 05:20:58+00,0120,"Arreguin, Arron"
10942,Assault Simple,201900019852,700,"NALLE ST, 1",CPD,2019/07/16 03:21:43+00,2321,"Byrd, Timothy"
10943,Assist Citizen - Mental/TDO/ECO,201900019848,200,RIDGE ST,CPD,2019/07/16 01:14:07+00,2114,"Chan, William"
10944,Driving Under the Influence,201900019847,1000,5TH ST SW,CPD,2019/07/16 00:57:23+00,2057,"Stein, Nathan"
10945,Disorderly Conduct,201900019830,100,LANKFORD AVE,CPD,2019/07/15 22:24:11+00,1824,"Raines, Christopher"
10946,Hit and Run,201900019820,1900,IVY RD,CPD,2019/07/15 21:21:34+00,1721,"Chan, William"
10947,Suspicious Activity,201900019819,1900,EMMET ST N,CPD,2019/07/15 20:42:41+00,1642,"Wagner, Christopher "
10948,Larceny - Of Veh Parts/Access,201900019831,1100,LEONARD ST,CPD,2019/07/15 20:37:12+00,1637,"Wagner, Christopher "
10949,Fraud-credit card,201900019816,1900,EMMET ST N,CPD,2019/07/15 20:30:59+00,1630,"Wagner, Christopher "
10950,Larceny - All Other,201900019815,400,AVON ST,CPD,2019/07/15 20:11:39+00,1611,"Raines, Christopher"
10951,Misc - Non-Criminal Call,201900019814,600,E MARKET ST,CPD,2019/07/15 19:56:35+00,1556,"Lewis, Joey"
10952,Misc - Non-Criminal Call,201900019813,600,E MARKET ST,CPD,2019/07/15 19:55:55+00,1555,"Lewis, Joey"
10953,Larceny - All Other,201900019807,1400,HOLLY RD,CPD,2019/07/15 18:51:58+00,1451,"Burchardt, Rudy"
10954,Disorderly Conduct,201900019790,700,"RIDGE ST, B",CPD,2019/07/15 16:45:18+00,1245,"Holley, Barrett"
10955,Fraud-credit card,201900019785,1100,EMMET ST N,CPD,2019/07/15 15:41:57+00,1141,"Pendleton, Eric"
10956,Animal Complaint,201900019780,1500,6TH ST SE,CPD,2019/07/15 14:54:25+00,1054,"Breeden, Casey"
10957,Assault Simple,201900019779,600,"RUGBY RD, 206",CPD,2019/07/15 14:51:00+00,1051,"Lucas, Todd"
10958,Trespass,201900019757,100,W MARKET ST,CPD,2019/07/15 11:17:28+00,0717,"Arreguin, Arron"
10959,Suspicious Activity,201900019754,1200,WERTLAND ST,CPD,2019/07/15 07:26:43+00,0326,"Arreguin, Arron"
10960,Motor Vehicle Theft,201900019734,700,ORANGEDALE AVE,CPD,2019/07/15 01:12:45+00,2112,"Lee, Chandler"
10961,Assault Simple,201900019732,900,CHARLTON AVE,CPD,2019/07/14 23:47:20+00,1947,"Sprouse, David"
10962,Trespass,201900019713,1400,UNIVERSITY AVE,CPD,2019/07/14 19:32:44+00,1532,"Best, Paul"
10963,Assault Simple,201900019709,100,WILSON CT,CPD,2019/07/14 18:15:06+00,1415,"Handy, Russell"
10964,Animal - Bite,201900019699,,2ND ST NE / E JEFFERSON ST,CPD,2019/07/14 14:58:49+00,1058,"Handy, Russell"
