X,Y,OBJECTID,geo_MAT_Status,geo_MAT_ST_NUMBER,geo_MAT_PREDIR,geo_MAT_ST_NAME,geo_MAT_SUFFIX,geo_MAT_POSTDIR,centroid_BUILD_STREET,unit,address,geo_MAT_MasterAddressID
-78.469657810417,38.0258202343595,10486459,,4000, ,CITY WALK,WAY, ,E WATER ST,135,4000 CITY WALK WAY #135,102635
-78.469657810417,38.0258202343595,10486460,,4000, ,CITY WALK,WAY, ,E WATER ST,136,4000 CITY WALK WAY #136,102636
-78.469657810417,38.0258202343595,10486461,,4000, ,CITY WALK,WAY, ,E WATER ST,137,4000 CITY WALK WAY #137,102637
-78.469657810417,38.0258202343595,10486462,,4000, ,CITY WALK,WAY, ,E WATER ST,138,4000 CITY WALK WAY #138,102638
-78.469657810417,38.0258202343595,10486463,,4000, ,CITY WALK,WAY, ,E WATER ST,139,4000 CITY WALK WAY #139,102639
-78.469657810417,38.0258202343595,10486464,,4000, ,CITY WALK,WAY, ,E WATER ST,140,4000 CITY WALK WAY #140,102640
-78.469657810417,38.0258202343595,10486465,,4000, ,CITY WALK,WAY, ,E WATER ST,141,4000 CITY WALK WAY #141,102641
-78.469657810417,38.0258202343595,10486466,,4000, ,CITY WALK,WAY, ,E WATER ST,143,4000 CITY WALK WAY #143,102642
-78.469657810417,38.0258202343595,10486467,,4000, ,CITY WALK,WAY, ,E WATER ST,145,4000 CITY WALK WAY #145,102643
-78.469657810417,38.0258202343595,10486468,,4000, ,CITY WALK,WAY, ,E WATER ST,147,4000 CITY WALK WAY #147,102644
-78.469657810417,38.0258202343595,10486469,,4000, ,CITY WALK,WAY, ,E WATER ST,150,4000 CITY WALK WAY #150,102645
-78.469657810417,38.0258202343595,10486470,,4000, ,CITY WALK,WAY, ,E WATER ST,152,4000 CITY WALK WAY #152,102646
-78.469657810417,38.0258202343595,10486471,,4000, ,CITY WALK,WAY, ,E WATER ST,153,4000 CITY WALK WAY #153,102647
-78.469657810417,38.0258202343595,10486472,,4000, ,CITY WALK,WAY, ,E WATER ST,154,4000 CITY WALK WAY #154,102648
-78.469657810417,38.0258202343595,10486473,,4000, ,CITY WALK,WAY, ,E WATER ST,155,4000 CITY WALK WAY #155,102649
-78.469657810417,38.0258202343595,10486474,,4000, ,CITY WALK,WAY, ,E WATER ST,156,4000 CITY WALK WAY #156,102650
-78.469657810417,38.0258202343595,10486475,,4000, ,CITY WALK,WAY, ,E WATER ST,157,4000 CITY WALK WAY #157,102651
-78.469657810417,38.0258202343595,10486476,,4000, ,CITY WALK,WAY, ,E WATER ST,201,4000 CITY WALK WAY #201,102652
-78.469657810417,38.0258202343595,10486477,,4000, ,CITY WALK,WAY, ,E WATER ST,202,4000 CITY WALK WAY #202,102653
-78.469657810417,38.0258202343595,10486478,,4000, ,CITY WALK,WAY, ,E WATER ST,203,4000 CITY WALK WAY #203,102654
-78.469657810417,38.0258202343595,10486479,,4000, ,CITY WALK,WAY, ,E WATER ST,204,4000 CITY WALK WAY #204,102655
-78.469657810417,38.0258202343595,10486480,,4000, ,CITY WALK,WAY, ,E WATER ST,205,4000 CITY WALK WAY #205,102656
-78.469657810417,38.0258202343595,10486481,,4000, ,CITY WALK,WAY, ,E WATER ST,206,4000 CITY WALK WAY #206,102657
-78.469657810417,38.0258202343595,10486482,,4000, ,CITY WALK,WAY, ,E WATER ST,207,4000 CITY WALK WAY #207,102658
-78.4939023376685,38.0182038478915,10486483,,203, ,BROOKWOOD,DR, ,BROOKWOOD DR,,203 BROOKWOOD DR,101690
-78.4940145006436,38.0178472278375,10486484,,197, ,BROOKWOOD,DR, ,BROOKWOOD DR,,197 BROOKWOOD DR,101691
-78.4978989210052,38.0144639528029,10486485,,104, ,LEIGH,PL, ,LEIGH PL,,104 LEIGH PL,101692
-78.4828964494952,38.0300506868805,10486486,,205, ,2ND,ST,SW,2ND ST SW,,205 2ND ST SW,101693
-78.4681232555233,38.0300854805811,10486487,,403, ,12TH,ST,NE,12TH ST NE,,403 12TH ST NE,101694
-78.464160648394,38.0296902389648,10486488,,437, ,FAIRWAY,AVE, ,FAIRWAY AVE,,437 FAIRWAY AVE,101695
-78.4652742386571,38.0293379439756,10486489,,422, ,MEADE,AVE, ,MEADE AVE,,422 MEADE AVE,101696
-78.4719678935867,38.0290190214659,10486490,,211, ,11TH,ST,NE,11TH ST NE,,211 11TH ST NE,101697
-78.469657810417,38.0258202343595,10486491,,4000, ,CITY WALK,WAY, ,E WATER ST,109,4000 CITY WALK WAY #109,102610
-78.469657810417,38.0258202343595,10486492,,4000, ,CITY WALK,WAY, ,E WATER ST,308,4000 CITY WALK WAY #308,102706
-78.469657810417,38.0258202343595,10486493,,4000, ,CITY WALK,WAY, ,E WATER ST,309,4000 CITY WALK WAY #309,102707
-78.469657810417,38.0258202343595,10486494,,4000, ,CITY WALK,WAY, ,E WATER ST,310,4000 CITY WALK WAY #310,102708
-78.469657810417,38.0258202343595,10486495,,4000, ,CITY WALK,WAY, ,E WATER ST,311,4000 CITY WALK WAY #311,102709
-78.469657810417,38.0258202343595,10486496,,4000, ,CITY WALK,WAY, ,E WATER ST,312,4000 CITY WALK WAY #312,102710
-78.469657810417,38.0258202343595,10486497,,4000, ,CITY WALK,WAY, ,E WATER ST,313,4000 CITY WALK WAY #313,102711
-78.469657810417,38.0258202343595,10486498,,4000, ,CITY WALK,WAY, ,E WATER ST,314,4000 CITY WALK WAY #314,102712
-78.469657810417,38.0258202343595,10486499,,4000, ,CITY WALK,WAY, ,E WATER ST,315,4000 CITY WALK WAY #315,102713
-78.469657810417,38.0258202343595,10486500,,4000, ,CITY WALK,WAY, ,E WATER ST,316,4000 CITY WALK WAY #316,102714
-78.469657810417,38.0258202343595,10486501,,4000, ,CITY WALK,WAY, ,E WATER ST,317,4000 CITY WALK WAY #317,102715
-78.469657810417,38.0258202343595,10486502,,4000, ,CITY WALK,WAY, ,E WATER ST,318,4000 CITY WALK WAY #318,102716
-78.469657810417,38.0258202343595,10486503,,4000, ,CITY WALK,WAY, ,E WATER ST,319,4000 CITY WALK WAY #319,102717
-78.469657810417,38.0258202343595,10486504,,4000, ,CITY WALK,WAY, ,E WATER ST,320,4000 CITY WALK WAY #320,102718
-78.469657810417,38.0258202343595,10486505,,4000, ,CITY WALK,WAY, ,E WATER ST,321,4000 CITY WALK WAY #321,102719
-78.469657810417,38.0258202343595,10486506,,4000, ,CITY WALK,WAY, ,E WATER ST,322,4000 CITY WALK WAY #322,102720
-78.469657810417,38.0258202343595,10486507,,4000, ,CITY WALK,WAY, ,E WATER ST,323,4000 CITY WALK WAY #323,102721
-78.469657810417,38.0258202343595,10486508,,4000, ,CITY WALK,WAY, ,E WATER ST,324,4000 CITY WALK WAY #324,102722
-78.469657810417,38.0258202343595,10486509,,4000, ,CITY WALK,WAY, ,E WATER ST,325,4000 CITY WALK WAY #325,102723
-78.469657810417,38.0258202343595,10486510,,4000, ,CITY WALK,WAY, ,E WATER ST,326,4000 CITY WALK WAY #326,102724
-78.469657810417,38.0258202343595,10486511,,4000, ,CITY WALK,WAY, ,E WATER ST,327,4000 CITY WALK WAY #327,102725
-78.469657810417,38.0258202343595,10486512,,4000, ,CITY WALK,WAY, ,E WATER ST,328,4000 CITY WALK WAY #328,102726
-78.469657810417,38.0258202343595,10486513,,4000, ,CITY WALK,WAY, ,E WATER ST,329,4000 CITY WALK WAY #329,102727
-78.469657810417,38.0258202343595,10486514,,4000, ,CITY WALK,WAY, ,E WATER ST,330,4000 CITY WALK WAY #330,102728
-78.469657810417,38.0258202343595,10486515,,4000, ,CITY WALK,WAY, ,E WATER ST,331,4000 CITY WALK WAY #331,102729
-78.469657810417,38.0258202343595,10486516,,4000, ,CITY WALK,WAY, ,E WATER ST,332,4000 CITY WALK WAY #332,102730
-78.469657810417,38.0258202343595,10486517,,4000, ,CITY WALK,WAY, ,E WATER ST,333,4000 CITY WALK WAY #333,102731
-78.469657810417,38.0258202343595,10486518,,4000, ,CITY WALK,WAY, ,E WATER ST,334,4000 CITY WALK WAY #334,102732
-78.469657810417,38.0258202343595,10486519,,4000, ,CITY WALK,WAY, ,E WATER ST,335,4000 CITY WALK WAY #335,102733
-78.469657810417,38.0258202343595,10486520,,4000, ,CITY WALK,WAY, ,E WATER ST,336,4000 CITY WALK WAY #336,102734
-78.469657810417,38.0258202343595,10486521,,4000, ,CITY WALK,WAY, ,E WATER ST,346,4000 CITY WALK WAY #346,102744
-78.469657810417,38.0258202343595,10486522,,4000, ,CITY WALK,WAY, ,E WATER ST,347,4000 CITY WALK WAY #347,102745
-78.469657810417,38.0258202343595,10486523,,4000, ,CITY WALK,WAY, ,E WATER ST,348,4000 CITY WALK WAY #348,102746
-78.469657810417,38.0258202343595,10486524,,4000, ,CITY WALK,WAY, ,E WATER ST,349,4000 CITY WALK WAY #349,102747
-78.469657810417,38.0258202343595,10486525,,4000, ,CITY WALK,WAY, ,E WATER ST,350,4000 CITY WALK WAY #350,102748
-78.469657810417,38.0258202343595,10486526,,4000, ,CITY WALK,WAY, ,E WATER ST,351,4000 CITY WALK WAY #351,102749
-78.469657810417,38.0258202343595,10486527,,4000, ,CITY WALK,WAY, ,E WATER ST,352,4000 CITY WALK WAY #352,102750
-78.469657810417,38.0258202343595,10486528,,4000, ,CITY WALK,WAY, ,E WATER ST,353,4000 CITY WALK WAY #353,102751
-78.469657810417,38.0258202343595,10486529,,4000, ,CITY WALK,WAY, ,E WATER ST,354,4000 CITY WALK WAY #354,102752
-78.469657810417,38.0258202343595,10486530,,4000, ,CITY WALK,WAY, ,E WATER ST,355,4000 CITY WALK WAY #355,102753
-78.469657810417,38.0258202343595,10486531,,4000, ,CITY WALK,WAY, ,E WATER ST,356,4000 CITY WALK WAY #356,102754
-78.469657810417,38.0258202343595,10486532,,4000, ,CITY WALK,WAY, ,E WATER ST,357,4000 CITY WALK WAY #357,102755
-78.469657810417,38.0258202343595,10486533,,4000, ,CITY WALK,WAY, ,E WATER ST,401,4000 CITY WALK WAY #401,102756
-78.469657810417,38.0258202343595,10486534,,4000, ,CITY WALK,WAY, ,E WATER ST,402,4000 CITY WALK WAY #402,102757
-78.469657810417,38.0258202343595,10486535,,4000, ,CITY WALK,WAY, ,E WATER ST,403,4000 CITY WALK WAY #403,102758
-78.469657810417,38.0258202343595,10486536,,4000, ,CITY WALK,WAY, ,E WATER ST,404,4000 CITY WALK WAY #404,102759
-78.469657810417,38.0258202343595,10486537,,4000, ,CITY WALK,WAY, ,E WATER ST,405,4000 CITY WALK WAY #405,102760
-78.469657810417,38.0258202343595,10486538,,4000, ,CITY WALK,WAY, ,E WATER ST,406,4000 CITY WALK WAY #406,102761
-78.469657810417,38.0258202343595,10486539,,4000, ,CITY WALK,WAY, ,E WATER ST,407,4000 CITY WALK WAY #407,102762
-78.469657810417,38.0258202343595,10486540,,4000, ,CITY WALK,WAY, ,E WATER ST,408,4000 CITY WALK WAY #408,102763
-78.469657810417,38.0258202343595,10486541,,4000, ,CITY WALK,WAY, ,E WATER ST,409,4000 CITY WALK WAY #409,102764
-78.469657810417,38.0258202343595,10486542,,4000, ,CITY WALK,WAY, ,E WATER ST,410,4000 CITY WALK WAY #410,102765
-78.469657810417,38.0258202343595,10486543,,4000, ,CITY WALK,WAY, ,E WATER ST,411,4000 CITY WALK WAY #411,102766
-78.469657810417,38.0258202343595,10486544,,4000, ,CITY WALK,WAY, ,E WATER ST,412,4000 CITY WALK WAY #412,102767
-78.469657810417,38.0258202343595,10486545,,4000, ,CITY WALK,WAY, ,E WATER ST,413,4000 CITY WALK WAY #413,102768
-78.469657810417,38.0258202343595,10486546,,4000, ,CITY WALK,WAY, ,E WATER ST,414,4000 CITY WALK WAY #414,102769
-78.469657810417,38.0258202343595,10486547,,4000, ,CITY WALK,WAY, ,E WATER ST,415,4000 CITY WALK WAY #415,102770
-78.469657810417,38.0258202343595,10486548,,4000, ,CITY WALK,WAY, ,E WATER ST,416,4000 CITY WALK WAY #416,102771
-78.469657810417,38.0258202343595,10486549,,4000, ,CITY WALK,WAY, ,E WATER ST,417,4000 CITY WALK WAY #417,102772
-78.469657810417,38.0258202343595,10486550,,4000, ,CITY WALK,WAY, ,E WATER ST,418,4000 CITY WALK WAY #418,102773
-78.469657810417,38.0258202343595,10486551,,4000, ,CITY WALK,WAY, ,E WATER ST,419,4000 CITY WALK WAY #419,102774
-78.469657810417,38.0258202343595,10486552,,4000, ,CITY WALK,WAY, ,E WATER ST,420,4000 CITY WALK WAY #420,102775
-78.469657810417,38.0258202343595,10486553,,4000, ,CITY WALK,WAY, ,E WATER ST,421,4000 CITY WALK WAY #421,102776
-78.469657810417,38.0258202343595,10486554,,4000, ,CITY WALK,WAY, ,E WATER ST,422,4000 CITY WALK WAY #422,102777
-78.469657810417,38.0258202343595,10486555,,4000, ,CITY WALK,WAY, ,E WATER ST,423,4000 CITY WALK WAY #423,102778
-78.469657810417,38.0258202343595,10486556,,4000, ,CITY WALK,WAY, ,E WATER ST,424,4000 CITY WALK WAY #424,102779
-78.469657810417,38.0258202343595,10486557,,4000, ,CITY WALK,WAY, ,E WATER ST,425,4000 CITY WALK WAY #425,102780
-78.469657810417,38.0258202343595,10486558,,4000, ,CITY WALK,WAY, ,E WATER ST,426,4000 CITY WALK WAY #426,102781
-78.469657810417,38.0258202343595,10486559,,4000, ,CITY WALK,WAY, ,E WATER ST,427,4000 CITY WALK WAY #427,102782
-78.469657810417,38.0258202343595,10486560,,4000, ,CITY WALK,WAY, ,E WATER ST,428,4000 CITY WALK WAY #428,102783
-78.4871331262882,38.0459366052231,10486561,,1537, ,RUGBY,AVE, ,RUGBY AVE,,1537 RUGBY AVE,101308
-78.48629834926,38.0454260483923,10486562,,1530, ,RUGBY,AVE, ,RUGBY AVE,,1530 RUGBY AVE,101309
-78.502810523413,38.0439513211969,10486563,,1841, ,UNIVERSITY,CIR, ,UNIVERSITY CIR,,1841 UNIVERSITY CIR,101310
-78.4949966775527,38.0378064700413,10486564,,1, ,LATROBE,CT, ,LATROBE CT,,1 LATROBE CT,101311
-78.4994271236248,38.043775993642,10486565,,1810, ,EDGEWOOD,LN, ,EDGEWOOD LN,,1810 EDGEWOOD LN,101312
-78.4747248699405,38.0342988375833,10486566,,620,,FARISH,ST,,FARISH ST,B,620 FARISH ST #B,101313
-78.4702769681445,38.0231710944161,10486567,,221, ,CARLTON,RD, ,CARLTON RD,12,221 CARLTON RD #12,101314
-78.4968681976146,38.0419601685299,10486568,,630, ,CABELL,AVE, ,CABELL AVE,4,630 CABELL AVE #4,101315
-78.4658624520761,38.02041207963,10486569,,1500, ,CARLTON,AVE, ,CARLTON AVE,10,1500 CARLTON AVE #10,101316
-78.4977556974458,38.0205011919372,10486570,,823, ,PROSPECT,AVE, ,PROSPECT AVE,,823 PROSPECT AVE,101318
-78.5106865626651,38.0127655888996,10486571,,106, ,SHASTA,CT, ,SHASTA CT,,106 SHASTA CT,101319
-78.5101838132192,38.01290404209,10486572,,109, ,SHASTA,CT, ,SHASTA CT,,109 SHASTA CT,101320
-78.499382076279,38.0349747159506,10486573,,203, ,14TH,ST,NW,15TH ST NW,,203 14TH ST NW,101321
-78.4808617920939,38.030075296373,10486574,,201,E,WATER,ST, ,E WATER ST,,201 E WATER ST,101322
-78.5070123406441,38.0495824233551,10486575,,2106, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,30,2106 ARLINGTON BLVD #30,101323
-78.4957670435636,38.0635139428514,10486576,,2300, ,SHELBY,DR, ,SHELBY DR,,2300 SHELBY DR,101324
-78.4788415320136,38.0616297480102,10486577,,1705, ,ESSEX,RD, ,ESSEX RD,,1705 ESSEX RD,101325
-78.4914119235364,38.0226929809347,10486578,,775, ,RIDGE,ST, ,RIDGE ST,,775 RIDGE ST,101326
-78.5064081727118,38.0497608541178,10486579,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,406,2101 ARLINGTON BLVD #406,102037
-78.5064081727118,38.0497608541178,10486580,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,407,2101 ARLINGTON BLVD #407,102038
-78.5064081727118,38.0497608541178,10486581,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,415,2101 ARLINGTON BLVD #415,102039
-78.5064081727118,38.0497608541178,10486582,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,423,2101 ARLINGTON BLVD #423,102040
-78.5064081727118,38.0497608541178,10486583,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,431,2101 ARLINGTON BLVD #431,102041
-78.5064081727118,38.0497608541178,10486584,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,432,2101 ARLINGTON BLVD #432,102042
-78.5064081727118,38.0497608541178,10486585,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,440,2101 ARLINGTON BLVD #440,102043
-78.5064081727118,38.0497608541178,10486586,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,448,2101 ARLINGTON BLVD #448,102044
-78.5064081727118,38.0497608541178,10486587,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,505,2101 ARLINGTON BLVD #505,102045
-78.5064081727118,38.0497608541178,10486588,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,506,2101 ARLINGTON BLVD #506,102046
-78.5064081727118,38.0497608541178,10486589,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,514,2101 ARLINGTON BLVD #514,102047
-78.5064081727118,38.0497608541178,10486590,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,522,2101 ARLINGTON BLVD #522,102048
-78.5064081727118,38.0497608541178,10486591,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,530,2101 ARLINGTON BLVD #530,102049
-78.5064081727118,38.0497608541178,10486592,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,531,2101 ARLINGTON BLVD #531,102050
-78.5064081727118,38.0497608541178,10486593,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,539,2101 ARLINGTON BLVD #539,102051
-78.5064081727118,38.0497608541178,10486594,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,547,2101 ARLINGTON BLVD #547,102052
-78.4937911035261,38.0308709725146,10486595,,854, ,ESTES,ST, ,ESTES ST,,854 ESTES ST,102054
-78.4867958358687,38.0318034709938,10486596,,233, ,4TH,ST,NW,4TH ST NW,C,233 4TH ST NW #C,102055
-78.5087965424304,38.0189943734485,10486597,,330, ,CLEVELAND,AVE, ,CLEVELAND AVE,,330 CLEVELAND AVE,102056
-78.4878224804413,38.0308064317638,10486598,,500,W,MAIN,ST, ,W MAIN ST,,500 W MAIN ST,102057
-78.5087390733352,38.0295418367926,10486599,,1714, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,,1714 JEFFERSON PARK AVE,102058
-78.488119370776,38.0592797996673,10486600,,2021, ,MICHIE,DR, ,MICHIE DR,E,2021 MICHIE DR #E,102059
-78.4674934186796,38.0385936546124,10486601,,864, ,ST CHARLES,AVE, ,ST CHARLES AVE,,864 ST CHARLES AVE,106312
-78.4680235296899,38.0386314711996,10486602,,839, ,ST CHARLES,AVE, ,ST CHARLES AVE,,839 ST CHARLES AVE,106314
-78.4666969500013,38.0379495771228,10486603,,881, ,LOCUST,AVE, ,LOCUST AVE,,881 LOCUST AVE,106320
-78.477515334951,38.0186169727739,10486604,,917, ,ALTAVISTA,AVE, ,ALTAVISTA AVE,,917 ALTAVISTA AVE,102060
-78.4747964863168,38.018042896117,10486605,,1104, ,ELLIOTT,AVE, ,ELLIOTT AVE,,1104 ELLIOTT AVE,102061
-78.4896882778855,38.0322262230369,10486606,,707, ,ELSOM,ST, ,ELSOM ST,,707 ELSOM ST,102062
-78.4898578495065,38.0322801085794,10486607,,711, ,ELSOM,ST, ,ELSOM ST,,711 ELSOM ST,102063
-78.490828528125,38.0320143221536,10486608,,103, ,8TH,ST,NW,8TH ST NW,,103 8TH ST NW,102064
-78.5134316858368,38.0288642591927,10486609,,128, ,HARMON,ST, ,HARMON ST,A,128 HARMON ST #A,82282
-78.4862840230995,38.0637047108138,10486610,,230, ,ZAN,RD, ,ZAN RD,B,230 ZAN RD #B,82283
-78.5005300493709,38.0370596656647,10486611,,132, ,CHANCELLOR,ST, ,CHANCELLOR ST,4,132 CHANCELLOR ST #4,82284
-78.4716543375598,38.0220984801562,10486612,,1114, ,LEONARD,ST, ,LEONARD ST,,1114 LEONARD ST,82285
-78.4721367129284,38.0222255725642,10486613,,1111, ,LEONARD,ST, ,LEONARD ST,,1111 LEONARD ST,82286
-78.5017309191187,38.0178957995401,10486614,,823, ,VILLAGE,RD, ,VILLAGE RD,,823 VILLAGE RD,82287
-78.4842881999064,38.0306285271356,10486615,,250,W,MAIN,ST, ,W MAIN ST,1,250 W MAIN ST #1,101638
-78.485551586928,38.0542204626794,10486616,,1545, ,DAIRY,RD, ,DAIRY RD,,1545 DAIRY RD,101639
-78.488064603665,38.0542583612452,10486617,,1450, ,RUGBY,RD, ,RUGBY RD,,1450 RUGBY RD,101640
-78.4963752049366,38.0537210834326,10486618,,2025, ,SPOTTSWOOD,RD, ,SPOTTSWOOD RD,,2025 SPOTTSWOOD RD,101641
-78.4880734283298,38.0540205959328,10486619,,1446, ,RUGBY,RD, ,RUGBY RD,,1446 RUGBY RD,101642
-78.4969509112347,38.02551993819,10486620,,1017, ,FOREST HILLS,AVE, ,FOREST HILLS AVE,,1017 FOREST HILLS AVE,101643
-78.510520026321,38.0423186062271,10486621,,2029, ,IVY,RD, ,IVY RD,,2029 IVY RD,101644
-78.4612411104005,38.0250318884759,10486622,,214, ,18TH,ST,NE,18TH ST NE,,214 18TH ST NE,101645
-78.4825221670038,38.0195448545474,10486623,,700, ,DRUID,AVE, ,DRUID AVE,,700 DRUID AVE,102118
-78.4841684296415,38.0192902209844,10486624,,602, ,STONEHENGE,AVE, ,STONEHENGE AVE,,602 STONEHENGE AVE,102119
-78.454739508412,38.0267465513508,10486625,,370, ,RIVERSIDE,AVE, ,RIVERSIDE AVE,,370 RIVERSIDE AVE,102120
-78.4620467419643,38.0337110043924,10486626,,1431, ,GRACE,ST, ,GRACE ST,,1431 GRACE ST,102121
-78.490733000493,38.0185187886228,10486627,,146, ,BAYLOR,LN, ,BAYLOR LN,,146 BAYLOR LN,101226
-78.5208698792071,38.0227939898318,10486628,,221, ,STRIBLING,AVE, ,STRIBLING AVE,A,221 STRIBLING AVE #A,101227
-78.5219804949057,38.0223928591053,10486629,,235, ,STRIBLING,AVE, ,STRIBLING AVE,B,235 STRIBLING AVE #B,101228
-78.5233329918934,38.0217311167643,10486630,,253, ,STRIBLING,AVE, ,STRIBLING AVE,A,253 STRIBLING AVE #A,101229
-78.5234976159168,38.0216556128486,10486631,,255, ,STRIBLING,AVE, ,STRIBLING AVE,B,255 STRIBLING AVE #B,101230
-78.5188816325591,38.0252368226567,10486632,,107, ,PIEDMONT,AVE,S,PIEDMONT AVE S,B,107 PIEDMONT AVE S #B,101231
-78.5190254758074,38.0244641797801,10486633,,115, ,PIEDMONT,AVE,S,PIEDMONT AVE S,A,115 PIEDMONT AVE S #A,101232
-78.5189144888496,38.0243237256996,10486634,,117, ,PIEDMONT,AVE,S,PIEDMONT AVE S,B,117 PIEDMONT AVE S #B,101233
-78.4842931131125,38.0435299352349,10486635,,1149, ,ROSE HILL,DR, ,ROSE HILL DR,C,1149 ROSE HILL DR #C,101234
-78.4938564809258,38.0414341948063,10486636,,730, ,MADISON,AVE, ,MADISON AVE,C,730 MADISON AVE #C,101235
-78.4786214206531,38.0377618835564,10486637,,620, ,MCINTIRE,RD, ,MCINTIRE RD,,620 MCINTIRE RD,101236
-78.4762146915966,38.0375097820461,10486638,,101, ,ROBERTSON,LN, ,ROBERTSON LN,,101 ROBERTSON LN,101238
-78.4785143370044,38.0373273132268,10486639,,108, ,NORTHWOOD,CIR, ,NORTHWOOD CIR,,108 NORTHWOOD CIR,101239
-78.4767679627915,38.0372732016953,10486640,,802, ,2ND,ST,NE,2ND ST NE,,802 2ND ST NE,101240
-78.4776133768935,38.0372087021008,10486641,,702, ,NELSON,DR, ,NELSON DR,,702 NELSON DR,101241
-78.4763760246254,38.0368132165222,10486642,,729, ,NORTHWOOD,AVE, ,NORTHWOOD AVE,,729 NORTHWOOD AVE,101242
-78.4675681131817,38.0607421868462,10486643,,2212, ,BANBURY,ST, ,BANBURY ST,,2212 BANBURY ST,101243
-78.4692310749761,38.0606141040124,10486644,,2112, ,TARLETON,DR, ,TARLETON DR,,2112 TARLETON DR,101244
-78.4714359961259,38.0180936878207,10486645,,118, ,DANBURY,CT, ,DANBURY CT,,118 DANBURY CT,101245
-78.4808947631154,38.0156872145698,10486646,,202, ,PALATINE,AVE, ,PALATINE AVE,,202 PALATINE AVE,101246
-78.4633056685711,38.027137859875,10486647,,108, ,CHISHOLM,PL, ,CHISHOLM PL,,108 CHISHOLM PL,101247
-78.4840469411058,38.0207376070856,10486648,,514, ,DRUID,AVE, ,DRUID AVE,,514 DRUID AVE,101248
-78.4792379496794,38.0367084455193,10486649,,600, ,MCINTIRE,RD, ,MCINTIRE RD,,600 MCINTIRE RD,101249
-78.4780770650676,38.0366099502774,10486650,,613, ,NORTHWOOD,AVE, ,NORTHWOOD AVE,,613 NORTHWOOD AVE,101250
-78.4767479775268,38.036493670337,10486651,,720, ,NORTHWOOD,AVE, ,NORTHWOOD AVE,,720 NORTHWOOD AVE,101251
-78.4765102018378,38.0364555404335,10486652,,724, ,NORTHWOOD,AVE, ,NORTHWOOD AVE,,724 NORTHWOOD AVE,101252
-78.4951623985957,38.0640279199764,10486653,,1908, ,CEDAR HILL,RD, ,CEDAR HILL RD,,1908 CEDAR HILL RD,101253
-78.5081901237286,38.0187425425165,10486654,,340, ,CLEVELAND,AVE, ,CLEVELAND AVE,,340 CLEVELAND AVE,100526
-78.4572668534685,38.0411112514904,10486655,,1110, ,COLEMAN,ST, ,COLEMAN ST,,1110 COLEMAN ST,106126
-78.4665393169152,38.0303531158363,10486656,,1213, ,MERIWETHER,ST, ,MERIWETHER ST,,1213 MERIWETHER ST,100527
-78.4716379690236,38.0174763214152,10486657,,923, ,RIVES,ST, ,RIVES ST,,923 RIVES ST,100528
-78.4698951196258,38.017712448593,10486658,,902, ,RIVES,ST, ,RIVES ST,,902 RIVES ST,100529
-78.470232168924,38.0175945137505,10486659,,906, ,RIVES,ST, ,RIVES ST,,906 RIVES ST,100530
-78.4717203370596,38.0167232596219,10486660,,932, ,RIVES,ST, ,RIVES ST,,932 RIVES ST,100531
-78.4800259339036,38.046532482401,10486661,,1208, ,SHERWOOD,RD, ,SHERWOOD RD,,1208 SHERWOOD RD,100532
-78.4829385079101,38.0459675509227,10486662,,1452, ,RUTLEDGE,AVE, ,RUTLEDGE AVE,,1452 RUTLEDGE AVE,100533
-78.4745936420613,38.0257232557935,10486663,,219, ,DOUGLAS,AVE, ,DOUGLAS AVE,A,219 DOUGLAS AVE #A,100901
-78.470235272115,38.0240383925379,10486664,,306, ,CHESTNUT,ST, ,CHESTNUT ST,A,306 CHESTNUT ST #A,100902
-78.4712151719651,38.0238216247124,10486665,,1108, ,MYRTLE,ST, ,MYRTLE ST,A,1108 MYRTLE ST #A,100903
-78.4938593542206,38.0394488546752,10486666,,1105, ,GRADY,AVE, ,GRADY AVE,,1105 GRADY AVE,100904
-78.4841661478611,38.0384448016736,10486667,,702, ,CONCORD,AVE, ,CONCORD AVE,,702 CONCORD AVE,100905
-78.5088890305474,38.0380059280226,10486668,,1917, ,LEWIS MOUNTAIN,RD, ,LEWIS MOUNTAIN RD,,1917 LEWIS MOUNTAIN RD,100906
