RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
7390,350019000,804,CONCORD AVE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,0,1952,6,3,1,1,0,838,306,Partial Basement,Concrete Block,1.00,1312
7393,350021000,808,CONCORD AVE,,Single Family,1 Story,C,Shingles,None,Forced Air,0,1925,5,2,0,1,0,234,,Full Basement,Vinyl,1.00,936
7395,350023000,823,HENRY AVE,,Single Family,2 Story,C,Metal,Hardwood,Forced Air,0,1945,6,3,0,1,0,,,Partial Basement,Aluminum,2.00,1584
7396,350024000,819,HENRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,0,1971,5,3,0,2,0,,,No Basement,Single Siding,1.00,1200
7397,350025000,817,HENRY AVE,,Single Family,1 Story,C++,Architectural Shingles,Hardwood,Heat Pump,0,1925,7,4,0,1,0,,,No Basement,Aluminum,1.00,1512
7414,350027000,802,HENRY AVE,,Single Family,2 Sty No Bsmt,B -,Architectural Shingles,W/W Carpet,Heat Pump,0,1925,6,3,1,1,0,702,,No Basement,Vinyl,2.00,1156
7415,350027A00,800,HENRY AVE,,Single Family,1 Story,C,Shingles,None,Heat Pump,0,2005,6,3,0,2,0,0,0,No Basement,Vinyl,1.00,1678
7416,350028000,804,HENRY AVE,,Single Family,2 Story,C,Metal,None,Forced Air,0,1925,7,3,0,1,0,0,0,Partial Basement,Aluminum,2.00,1150
7417,350029000,808,HENRY AVE,,Single Family,2 Story,C,Shingles,Hardwood,Gas Wall Unit,0,1925,6,3,0,1,0,,,Partial Basement,Aluminum,2.00,988
7418,350031000,816,ROSE HILL DR,,Single Family,2 Story,C,Metal,None,Floor Furnace,0,1925,6,3,0,1,0,0,0,Partial Basement,Stucco,2.00,1484
7419,350032000,812,ROSE HILL DR,,Single Family,2 Story,B,Metal,None,Heat Pump,0,1925,6,3,0,1,0,0,0,Partial Basement,Asbestos,2.00,1415
7420,350036000,809,FOREST ST,,Single Family,2 Story,B,Shingles,None,Forced Air,0,1925,5,2,0,2,0,,,Partial Basement,Aluminum,2.00,1607
7421,350037000,805,FOREST ST,,Single Family,2 Story,C,Shingles,None,Gas Wall Unit,0,1925,5,2,0,1,0,,,Partial Basement,Wood,2.00,1232
7422,350038000,803,FOREST ST,,Single Family,2 Story,C,Metal,None,Forced Air,0,1925,5,2,0,1,0,0,0,Partial Basement,Stucco,2.00,952
7423,350039000,801,FOREST ST,,Single Family,2 Story,C,Metal,None,Gas Wall Unit,0,1925,6,3,0,1,0,0,0,Partial Basement,Aluminum,2.00,1468
7425,350040000,707,FOREST ST,,Single Family,2 Story,C,Shingles,Hardwood,Floor Furnace,0,1945,6,3,1,1,0,0,0,No Basement,Stucco,2.00,1514
7426,350041000,705,FOREST ST,,Single Family,2 Story,C,Metal,None,Gas Wall Unit,0,1925,9,4,0,1,0,,,No Basement,Aluminum,2.00,1492
7432,350052000,811,DALE AVE,,Single Family,2 Story,C,Metal,None,Floor Furnace,0,1920,0,0,0,1,0,0,0,Partial Basement,Aluminum,2.00,712
7433,350053000,807,DALE AVE,,Single Family,2 Story,D,Shingles,None,Gas Wall Unit,0,1920,4,2,1,1,0,134,,Partial Basement,Stucco,2.00,1095
7436,350057000,703,CHARLTON AVE,,Single Family,2 Story,C,Shingles,None,Baseboard,0,1942,7,3,0,2,0,,,No Basement,Aluminum,2.00,1556
7437,350057100,805,ALBEMARLE ST,,Single Family,1 Story,D,Metal,None,Forced Air,0,1925,6,3,0,1,0,0,0,N/A,Aluminum,1.00,1464
7441,350066000,901,ALBEMARLE ST,,Single Family,2 Story,C,Metal,Hardwood,Forced Air,0,1900,6,3,0,2,0,0,0,Partial Basement,Asbestos,2.00,1280
7444,350071000,904,FOREST ST,,Single Family,2 Story,C,Shingles,None,Gas Wall Unit,0,1900,4,0,0,1,0,0,0,Partial Basement,Stucco,2.00,906
7445,350072000,906,FOREST ST,,Single Family,3 Story,B,Architectural Shingles,W/W Carpet,Heat Pump,No dat,2020,5,3,1,2,No dat,,,No Basement,Hardy Board,3,1940
7446,350073000,908,FOREST ST,,Single Family,2 Story,C,Shingles,None,Forced Air,0,1907,6,3,0,1,0,0,0,Partial Basement,Vinyl,2.00,1769
7448,350075000,708,CONCORD AVE,,Single Family,1 Story,C,Shingles,None,Floor Furnace,0,1951,5,2,0,1,0,,,Partial Basement,Aluminum,1.00,720
7450,350077000,704,CONCORD AVE,,Single Family,2 Story,C,Shingles,None,Floor Furnace,0,1925,7,3,0,1,0,0,0,Partial Basement,Aluminum,2.00,1827
7451,350078000,702,CONCORD AVE,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1900,6,3,0,2,0,0,0,No Basement,Aluminum,2.00,1556
7452,350079000,907,ALBEMARLE ST,,Single Family,2 Story,C,Shingles,Hardwood,Gas Wall Unit,0,1945,4,2,0,1,0,484,484,Partial Basement,Aluminum,2.00,986
7453,350080000,700,CONCORD AVE,,Single Family,1 Story,D,Shingles,Hardwood,Forced Air,0,1900,6,3,0,1,0,,,No Basement,Asbestos,1.00,1052
7454,350081000,1001,ALBEMARLE ST,,Single Family,1 Story,C,Shingles,None,Hot Water Radiator,0,1945,6,3,0,2,0,0,0,No Basement,Aluminum,1.00,1250
7457,350084000,705,CONCORD AVE,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1900,6,3,0,2,0,,,Partial Basement,Stucco,2.00,1588
7458,350084100,707,CONCORD AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,0,1956,4,2,1,1,0,825,454,Full Basement,Brick Veneer,1.50,1238
7461,350086000,711,CONCORD AVE,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,1,1953,4,2,0,1,0,,,Partial Basement,Stucco,1.00,932
7462,350087000,710,CYNTHIANNA AVE,,Single Family,1 Story,C,Shingles,None,Forced Air,0,1957,0,2,0,2,0,800,,Full Basement,Stucco,1.00,800
7463,350088000,716,CYNTHIANNA AVE,,Single Family,2 Story,C,Shingles,None,Forced Air,0,1925,5,3,0,2,0,191,0,Partial Basement,Stucco,2.00,1037
7464,350089000,718,CYNTHIANNA AVE,,Single Family,1 Story,C,Shingles,Tile,Forced Air,0,1925,4,2,0,1,0,624,,Full Basement,Vinyl,1.00,624
7466,350090000,1015,ALBEMARLE ST,,Single Family,1 Story,D,Metal,None,Forced Air,0,1925,5,2,0,1,0,,,Partial Basement,Aluminum,1.00,1298
7467,350091000,707,CYNTHIANNA AVE,,Single Family,2 Story,B,Shingles,None,Forced Air,0,2002,7,2,0,3,0,0,0,No Basement,Drivet,2.00,2177
7468,350092000,711,CYNTHIANNA AVE,,Single Family,2 Story,C,Metal,Hardwood,Forced Air,0,1900,6,3,0,2,0,0,0,Partial Basement,Wood,2.00,1963
7469,350093000,715,CYNTHIANNA AVE,,Single Family,1 Story,C,Shingles,Hardwood,Gravity,0,1962,5,2,0,1,0,1007,503,Full Basement,Concrete Block,1.00,1007
7470,350094000,717,CYNTHIANNA AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1968,6,3,0,2,0,1228,585,Full Basement,Concrete Block,1.00,1228
7476,350107000,608,RIVANNA AVE,,Single Family,1 Story,D +,N/A,Typical,Heat Pump,1,1925,No dat,No dat,0,0,No dat,988,,Partial Basement,Wood,1,988
7480,350120000,611,HENRY AVE,,Single Family,2 Story,C,N/A,None,Not Applicable,0,1920,0,0,0,0,0,,,N/A,Not Applicable,0,1628
7492,360004000,923,HENRY AVE,,Single Family,1 Story,C,Shingles,W/W Carpet,Heat Pump,0,1998,6,3,0,2,0,1344,0,Full Basement,Wood,1.00,1344
7494,360005100,927,HENRY AVE,,Single Family,2 Story,B,Shingles,None,Heat Pump,0,2005,6,4,1,3,0,840,840,Full Basement,Wood,2.00,1680
7495,360006000,929,HENRY AVE,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1920,5,2,0,2,0,201,,Cellar,Vinyl,2.00,1067
7496,360006100,931,HENRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,0,1960,5,3,0,1,0,,,Partial Basement,Wood Shingle,1.00,960
7497,360007000,933,HENRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,0,1955,4,2,0,1,0,0,0,Partial Basement,Wood,1.00,742
7498,360008000,935,HENRY AVE,,Single Family,1 Sty No Bsmt,D,Architectural Shingles,Hardwood,Heat Pump,0,1956,5,3,0,1,0,,,No Basement,Concrete Block,1.00,952
7500,360011000,941,HENRY AVE,,Single Family,2 Story,B,Shingles,W/W Carpet,Heat Pump,0,2013,6,3,1,2,0,880,,Full Basement,Hardy Board,2.00,1760
7502,360013000,710,10TH ST NW,,Single Family,1 Story,C -,Architectural Shingles,Pre-Fab Wd,Heat Pump,0,1920,6,3,0,2,0,,,No Basement,Vinyl,1.00,1360
7503,360013100,940,HENRY AVE,,Single Family,1 Story,C,Shingles,Tile,Heat Pump,0,1920,6,3,0,1,0,,,Partial Basement,Wood,1.00,1160
7504,360014000,938,HENRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1920,5,2,0,1,0,0,0,No Basement,Aluminum,1.00,961
7505,360015000,936,HENRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,0,1920,6,4,0,2,0,,,Cellar,Stucco,1.00,1102
7506,360016000,934,HENRY AVE,,Single Family,1 Story,C,Shingles,None,Heat Pump,0,2003,6,3,0,2,0,0,0,No Basement,Vinyl,1.00,1691
7507,360017000,932,HENRY AVE,,Single Family,1 Sty No Bsmt,C -,Architectural Shingles,Pre-Fab Wd,Forced Air,0,1942,4,2,0,1,0,,,No Basement,Vinyl,1.00,970
7509,360019000,928,HENRY AVE,,Single Family,1 Story,C,Shingles,Other,Baseboard,0,1976,7,4,0,2,0,1029,949,Full Basement,Vinyl,1.00,1029
7510,360020000,926,HENRY AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Heat Pump,0,1952,5,3,1,1,0,,,Cellar,Aluminum,1.00,1414
7511,360021000,924,HENRY AVE,,Single Family,1 Story,C,Shingles,W/W Carpet,Forced Air,0,1993,5,3,0,2,0,0,0,No Basement,Aluminum,1.00,1430
7512,360022000,918,HENRY AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,0,1956,6,4,0,1,0,404,0,Partial Basement,Aluminum,1.50,1211
7514,360022200,920,HENRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,1,1956,5,3,0,1,0,512,236,Partial Basement,Aluminum,1.00,1098
7515,360022300,916,HENRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1951,8,3,0,2,0,858,858,Full Basement,Brick Veneer,1.00,858
7516,360022400,914,HENRY AVE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1957,5,2,1,1,0,,,No Basement,Concrete Block,1.00,962
7517,360022500,912,HENRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1966,5,2,0,1,0,720,0,Full Basement,Wood,1.00,720
7518,360023000,908,HENRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1963,6,3,0,2,0,1336,1336,Full Basement,Concrete Block,1.00,1336
7519,360023100,906,HENRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1964,4,2,0,2,0,940,0,Full Basement,Aluminum,1.00,940
7521,360024000,904,HENRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1959,5,3,0,1,0,1026,0,Full Basement,Concrete Block,1.00,1026
7522,360025000,902,HENRY AVE,,Single Family,2 Story,D -,Architectural Shingles,Hardwood,Forced Air,0,1920,7,3,0,1,0,,,Partial Basement,Aluminum,2.00,1554
7524,360027000,805,ROSE HILL DR,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1942,7,4,0,1,0,379,0,Partial Basement,Stucco,2.00,1516
7526,360029000,903,CHARLTON AVE,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1920,5,2,0,1,0,,,Partial Basement,Aluminum,2.00,1638
7527,360030000,905,CHARLTON AVE,,Single Family,2 Story,C +,Shingles,W/W Carpet,Forced Air,0,1910,7,3,0,2,0,,,No Basement,Vinyl,2.00,1368
7528,360031000,907,CHARLTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Baseboard,0,1970,5,3,0,1,0,0,0,Partial Basement,Vinyl,1.00,913
7529,360032000,909,CHARLTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Gas Wall Unit,0,1920,7,3,0,1,0,0,0,Partial Basement,Composition,1.00,1032
7530,360033000,911,CHARLTON AVE,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1920,6,3,0,2,0,0,0,Partial Basement,Aluminum,2.00,1396
7531,360034000,913,CHARLTON AVE,,Single Family,2 Story,C,Shingles,Hardwood,Gas Wall Unit,0,1920,6,3,0,1,0,259,,Partial Basement,Stucco,2.00,1180
7532,360035000,915,CHARLTON AVE,,Single Family,1 Story,C,Metal,Hardwood,Floor Furnace,0,1920,5,2,0,1,0,1042,326,Full Basement,Stucco,1.00,1042
7533,360036000,917,CHARLTON AVE,,Single Family,1 Story,C -,Shingles,Hardwood,Floor Furnace,0,1956,4,2,0,1,0,775,,Full Basement,Stucco,1.00,775
7534,360037000,919,CHARLTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1965,4,2,0,1,0,0,0,Partial Basement,Wood,1.00,572
7535,360038000,921,CHARLTON AVE,,Single Family,1 Story,C,Metal,None,Floor Furnace,0,1920,5,0,0,1,0,0,0,Partial Basement,Stucco,1.00,624
7536,360039000,923,CHARLTON AVE,,Single Family,2 Story,C -,Shingles,Hardwood,Forced Air,0,1920,5,2,0,1,0,,,No Basement,Vinyl,2.00,1318
7537,360040000,925,CHARLTON AVE,,Single Family,No Style,C,N/A,None,Not Applicable,No dat,0,No dat,0,0,0,No dat,,,N/A,Not Applicable,0,0
7538,360040000,925,CHARLTON AVE,,Single Family,No data,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,0,0,No data,No data,No dat,
7539,360040000,925,CHARLTON AVE,,Single Family,No data,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,0,0,No data,No data,No dat,
7540,360040000,925,CHARLTON AVE,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Heat Pump,No dat,2017,5,3,No dat,1,No dat,1172,,Full Basement,Hardy Board,1.00,1172
7541,360040000,925,CHARLTON AVE,,Single Family,,,,,,,,,,,,,0,0,,,,
7542,360041000,927,CHARLTON AVE,,Single Family,1 Sty w/ Bsmt,C -,Architectural Shingles,Hardwood,Heat Pump,No dat,2017,5,3,No dat,1,No dat,1172,,Full Basement,Hardy Board,1.00,1172
7543,360042000,929,CHARLTON AVE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1920,4,2,0,1,0,782,,Cellar,Vinyl,1.00,759
7544,360043000,931,CHARLTON AVE,,Single Family,1 Story,C -,Architectural Shingles,Hardwood,Forced Air,0,1920,4,2,0,1,0,230,,Cellar,Aluminum,1.00,958
7545,360044000,933,CHARLTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1955,6,2,0,1,0,780,0,Full Basement,Concrete Block,1.00,780
7546,360045000,935,CHARLTON AVE,,Single Family,2 Story,D,Shingles,Hardwood,Forced Air,0,1920,6,2,0,1,0,729,0,Full Basement,Stucco,2.00,1458
7547,360046000,937,CHARLTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1959,5,3,0,1,0,524,292,Partial Basement,Concrete Block,1.00,876
7548,360047000,939,CHARLTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,0,1952,5,3,0,1,0,,,No Basement,Vinyl,1.00,900
7549,360048000,941,CHARLTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1920,6,3,0,1,0,0,0,No Basement,Vinyl,1.00,871
7550,360049000,943,CHARLTON AVE,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1920,6,3,0,1,0,0,0,No Basement,Vinyl,2.00,1445
7552,360051000,940,CHARLTON AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,0,1920,5,3,0,2,0,,,Partial Basement,Asbestos,1.66,1344
7553,360052000,938,CHARLTON AVE,,Single Family,1 Story,C,Shingles,None,Gas Wall Unit,0,1920,3,1,0,1,0,0,0,No Basement,Stucco,1.00,610
7554,360053000,936,CHARLTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1962,4,2,0,1,0,740,0,Full Basement,Brick Veneer,1.00,740
7555,360054000,934,CHARLTON AVE,,Single Family,2 Story,C,Shingles,Other,Forced Air,0,1920,6,3,1,1,0,0,0,Partial Basement,Stucco,2.00,1382
7556,360055000,932,CHARLTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,1,1960,5,3,0,2,0,1221,1221,Full Basement,Stucco,1.00,1246
7557,360056000,930,CHARLTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,0,1940,5,3,0,1,0,0,0,Partial Basement,Wood,1.00,1074
7558,360060000,920,CHARLTON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Baseboard,0,1971,5,3,1,1,0,0,0,Partial Basement,Aluminum,1.00,985
7559,360061000,918,CHARLTON AVE,,Single Family,1 Story,C,Shingles,None,Baseboard,0,1971,4,2,0,1,0,0,0,Partial Basement,Aluminum,1.00,828
7560,360062000,916,CHARLTON AVE,,Single Family,1 Story,C,Metal,Hardwood,Gas Wall Unit,0,1920,4,2,0,1,0,,,Partial Basement,Wood,1.00,757
7561,360063000,635,BOOKER ST,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1920,6,2,0,1,0,0,0,Partial Basement,Stucco,1.00,794
7562,360064000,639,BOOKER ST,,Single Family,1 Story,C,Metal,Hardwood,Gas Wall Unit,0,1920,4,2,0,1,0,0,0,Partial Basement,Stucco,1.00,733
7571,360072000,629,ROSE HILL DR,,Single Family,2 Story,D,Shingles,Hardwood,Forced Air,0,1900,6,4,0,1,0,,,Partial Basement,Aluminum,2.00,1378
7572,360073000,509,ROSE HILL DR,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1900,5,2,0,1,0,0,0,Partial Basement,Aluminum,2.00,1360
7577,360085000,616,BOOKER ST,,Single Family,2 Story,C,Shingles,W/W Carpet,Heat Pump,0,2002,6,3,1,3,0,761,761,Full Basement,Vinyl,2.00,1554
7578,360086000,620,BOOKER ST,,Single Family,2 Story,C +,Metal,Hardwood,Forced Air,0,1920,6,2,1,2,0,,,No Basement,Vinyl,2.00,1374
7583,360089000,628,BOOKER ST,,Single Family,1 Sty (Avg),C -,Shingles,Hardwood,Gas Wall Unit,0,1920,4,2,0,1,0,,,Partial Basement,Stucco,1.00,715
7584,360090000,631,BOOKER ST,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1920,5,2,1,1,0,,,No Basement,Stucco/Masonry,2.00,1307
7586,360092000,621,BOOKER ST,,Single Family,1 Story,C,Shingles,Tile,Heat Pump,0,1997,4,2,0,1,0,0,0,Partial Basement,Wood,1.00,775
7587,360093000,619,BOOKER ST,,Single Family,2 Story,C,Metal,Hardwood,Hot Water Radiator,1,1920,7,3,0,3,0,264,0,Partial Basement,Stucco,2.00,1413
7588,360094000,613,BOOKER ST,,Single Family,2 Story,D,Shingles,Hardwood,Gas Wall Unit,0,1920,6,3,0,2,0,,,Partial Basement,Stucco,2.00,1326
7592,370001000,1538,OXFORD RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1948,8,4,0,2,0,928,464,Partial Basement,Brick Veneer,1.50,1580
7593,370002000,1534,OXFORD RD,,Single Family,1 Story,B,Shingles,Hardwood,Heat Pump,2,1948,6,2,0,2,0,0,0,No Basement,Aluminum,1.00,1417
7594,370003000,1530,OXFORD RD,,Single Family,1 Sty No Bsmt,C +,Shingles,Hardwood,Heat Pump,1,1947,7,3,0,2,0,,,No Basement,Aluminum,1.00,1967
7595,370004000,1528,OXFORD RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1948,7,3,0,2,0,0,0,No Basement,Brick Veneer,1.50,1564
7596,370005000,1526,OXFORD RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1949,5,2,0,1,0,442,,Full Basement,Brick Veneer,1.00,884
7597,370006000,1524,OXFORD RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1948,7,3,0,2,0,840,490,Partial Basement,Brick Veneer,1.66,1634
7598,370007000,1520,OXFORD RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1938,7,4,1,3,0,852,327,Partial Basement,Brick Veneer,1.50,1630
7601,370010000,1512,OXFORD RD,,Single Family,1 Story,C++,Architectural Shingles,Hardwood,Forced Air,1,1976,6,3,0,2,0,1150,,Full Basement,Brick Veneer,1.00,1150
7602,370011000,1510,OXFORD RD,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1946,7,3,1,1,0,703,0,Partial Basement,Brick Veneer,2.00,1899
7603,370012000,1508,OXFORD RD,,Single Family,2 Story,B +,Metal,Hardwood,Forced Air,1,1949,8,4,0,3,0,906,372,Full Basement,Hardy Board,1.00,1812
7604,370013000,1506,OXFORD RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1949,6,4,0,2,0,751,0,Full Basement,Brick Veneer,1.50,1126
7605,370014000,1502,OXFORD RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1951,6,2,0,1,0,762,,Full Basement,Concrete Block - Tex Face,1.00,868
7606,370015000,1500,OXFORD RD,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1951,7,4,0,2,0,1210,,Partial Basement,Stone,1.66,1853
7607,370016000,1501,RUTLEDGE AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1940,8,4,0,3,1,785,0,Partial Basement,Brick Veneer,1.75,2319
7608,370017000,1505,RUTLEDGE AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1950,8,4,0,3,0,1069,801,Full Basement,Wood,1.50,1543
7611,370020000,1517,RUTLEDGE AVE,,Single Family,1 Story,B,Shingles,Hardwood,Heat Pump,1,1948,6,3,0,2,0,1401,352,Full Basement,Vinyl,1.00,1401
7612,370021000,1521,RUTLEDGE AVE,,Single Family,1.5 Story,B -,Architectural Shingles,Hardwood,Hot Water Radiator,1,1948,11,4,0,3,0,1080,538,Partial Basement,Brick Veneer,1.33,2002
7613,370022000,1522,RUTLEDGE AVE,,Single Family,1 Story,B,Shingles,Hardwood,Heat Pump,1,1951,5,2,0,1,0,1014,,Partial Basement,Vinyl,1.00,1614
7614,370023000,1516,RUTLEDGE AVE,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1949,8,3,No dat,3,0,736,,Partial Basement,Asbestos,1.75,1696
7615,370024000,1512,RUTLEDGE AVE,,Single Family,2 Story (Avg),B +,Architectural Shingles,Hardwood,Heat Pump,1,1945,6,4,1,2,0,682,,Partial Basement,Wood,2.00,2809
7616,370025000,1508,RUTLEDGE AVE,,Single Family,1.5 Story,B +,Metal,Hardwood,Heat Pump,1,1946,8,4,1,2,0,792,,Partial Basement,Hardy Board,1.66,2357
7617,370026000,1506,RUTLEDGE AVE,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1951,6,3,1,1,0,776,388,Partial Basement,Wood,1.00,1371
7619,370028000,1500,RUTLEDGE AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1959,7,3,1,2,0,835,625,Partial Basement,Brick Veneer,1.00,1518
7620,370029000,1501,RUGBY AVE,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1951,4,2,0,1,0,903,0,Partial Basement,Wood,1.00,1123
7622,370031000,1509,RUGBY AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1952,5,3,0,1,0,,,No Basement,Wood,1.00,1319
7623,370032000,1511,RUGBY AVE,,Single Family,2 Story,B -,Shingles,Hardwood,Forced Air,1,1946,7,3,1,1,0,682,,Partial Basement,Wood,2.00,2454
7624,370033000,1515,RUGBY AVE,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,1946,9,4,1,3,0,792,,Cellar,Wood,1.75,2530
7625,370034000,1517,RUGBY AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1953,10,3,0,2,0,1123,0,Partial Basement,Brick Veneer,1.00,2074
7627,370037200,1524,RUTLEDGE AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1969,7,3,1,2,0,1274,900,Full Basement,Brick Veneer,1.00,1274
7628,370037300,1526,RUTLEDGE AVE,,Single Family,1 Story,C +,Shingles,Hardwood,Heat Pump,1,1965,7,3,0,2,0,1372,686,Partial Basement,Brick Veneer,1.00,1568
7629,370037400,1528,RUTLEDGE AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1967,5,3,0,3,0,1087,717,Full Basement,Brick Veneer,1.00,1087
7630,370037500,1529,RUTLEDGE AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1967,8,3,0,3,0,1231,616,Full Basement,Brick Veneer,1.00,1231
7631,370037600,1527,RUTLEDGE AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1967,6,3,1,2,0,1087,0,Partial Basement,Brick Veneer,1.00,1785
7632,370037700,1525,RUTLEDGE AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1964,6,2,0,2,0,1247,244,Full Basement,Brick Veneer,1.00,1247
7633,370037800,1523,RUTLEDGE AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,1,1967,7,3,0,3,0,1092,546,Partial Basement,Brick Veneer,1.00,1302
7637,370039000,1108,WELLFORD ST,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1952,6,3,0,2,0,834,,Partial Basement,Brick Veneer,1.50,1453
7638,370040000,1533,RUGBY AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1954,5,3,0,2,0,1217,,Full Basement,Brick Veneer,1.00,1217
7639,370040100,1531,RUGBY AVE,,Single Family,1 Story,C++,Architectural Shingles,Hardwood,Forced Air,1,1954,8,4,0,2,0,1108,935,Full Basement,Brick Veneer,1.00,1108
7640,370041000,1537,RUGBY AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Heat Pump,1,1957,6,2,1,1,0,1092,,Partial Basement,Brick Veneer,1.33,1647
7641,370042000,1543,RUGBY AVE,,Single Family,1 Story,B,Shingles,Hardwood,Heat Pump,1,1951,4,2,0,2,0,,,No Basement,Aluminum,1.00,1050
